2020-06-26T20:23:56.591403	22.1
2020-06-26T20:27:48.218365	22.1
2020-06-26T20:37:48.686624	22.1
2020-06-26T20:47:49.471314	22.1
2020-06-26T20:57:50.289678	22.0
2020-06-26T21:11:25.621025	22.0
2020-06-26T21:21:26.195887	22.0
2020-06-26T21:31:26.863012	21.9
2020-06-26T21:41:27.520958	21.9
2020-06-26T22:20:13.144648	22.0
2020-06-26T22:22:32.032483	22.0
2020-06-26T22:32:32.651377	21.7
2020-06-26T22:42:33.412721	21.5
2020-06-26T22:52:34.317271	21.6
2020-06-26T23:25:36.102439	21.7
2020-06-27T15:40:09.171264	21.7
2020-06-28T18:07:49.047841	21.1
2020-06-28T18:24:34.777310	21.2
2020-06-28T18:34:35.308308	21.2
2020-06-28T18:44:35.784823	21.2
